STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,CDSD,CLDD,DT00,DT32,DX32,DX70,DX90,EMNT,EMXT,HDSD,HTDD,TAVG,TMAX,TMIN
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",44.3769,-68.2608,129.2,2017-05,10,10,0,0,0,6,0,37,89,6700,423,51.7,59.3,44
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",44.3769,-68.2608,129.2,2017-06,59,49,0,0,0,19,1,43,92,6807,107,63,71.8,54.3
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",44.3769,-68.2608,129.2,2017-07,171,112,0,0,0,26,0,51,87,26,26,67.8,76.5,59
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",44.3769,-68.2608,129.2,2017-08,266,94,0,0,0,28,0,49,86,43,17,67.5,76.8,58.2
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",44.3769,-68.2608,129.2,2017-09,327,61,0,0,0,20,0,42,85,136,93,63.9,72.6,55.3
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",44.3769,-68.2608,129.2,2017-10,330,2,0,0,0,4,0,35,75,396,260,56.7,64.1,49.2
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",44.3769,-68.2608,129.2,2017-11,330,0,0,22,0,0,0,13,67,1211,814,37.8,46.9,28.8
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",44.3769,-68.2608,129.2,2017-12,330,0,5,31,14,0,0,-10,52,2511,1300,23.1,31.2,14.9
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",44.3769,-68.2608,129.2,2018-01,0,0,5,29,20,0,0,-10,55,3843,1332,22,30.6,13.4
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",44.3769,-68.2608,129.2,2018-02,0,0,1,24,6,0,0,-3,55,4816,973,30.3,39,21.5
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",44.3769,-68.2608,129.2,2018-03,0,0,0,27,4,0,0,7,54,5807,991,33,40.1,26
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",44.3769,-68.2608,129.2,2018-04,0,0,0,14,0,0,0,18,64,6534,726,40.8,48.8,32.7
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",44.3769,-68.2608,129.2,2018-05,4,4,0,0,0,12,0,38,84,6811,277,56.2,66.9,45.4
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",44.3769,-68.2608,129.2,2018-06,41,37,0,0,0,19,0,40,87,6962,151,61.2,70.8,51.6
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",44.3769,-68.2608,129.2,2018-07,226,185,0,0,0,31,2,50,93,4,4,70.8,80,61.7
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",44.3769,-68.2608,129.2,2018-08,416,190,0,0,0,30,2,53,92,7,4,71,79.2,62.8
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",44.3769,-68.2608,129.2,2018-09,473,57,0,0,0,15,0,42,89,150,142,62.1,70.6,53.7
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",44.3769,-68.2608,129.2,2018-10,473,0,0,8,0,2,0,27,82,741,592,45.9,53.4,38.4
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",44.3769,-68.2608,129.2,2018-11,473,0,0,20,6,0,0,4,59,1639,897,35.1,41.3,28.9
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",44.3769,-68.2608,129.2,2018-12,473,0,0,29,15,0,0,5,54,2769,1130,26.1,34.9,17.4
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",44.3769,-68.2608,129.2,2019-01,0,0,2,28,16,0,0,-1,49,3932,1163,21.7,31,12.5
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",44.3769,-68.2608,129.2,2019-02,0,0,1,28,17,0,0,-2,51,5108,1176,23,31.3,14.7
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",44.3769,-68.2608,129.2,2019-03,0,0,0,26,6,0,0,3,55,6180,1072,30.4,38.8,22
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",44.3769,-68.2608,129.2,2019-04,0,0,0,13,1,0,0,23,62,6875,694,41.8,49.3,34.4
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",44.3769,-68.2608,129.2,2019-05,0,0,0,0,0,1,0,35,70,7352,477,49.6,57.9,41.3
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",44.3769,-68.2608,129.2,2019-06,11,11,0,0,0,17,0,40,83,7483,130,61,69.9,52.2
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",44.3769,-68.2608,129.2,2019-07,200,189,0,0,0,30,3,55,92,4,4,71,80.7,61.2
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",44.3769,-68.2608,129.2,2019-08,297,97,0,0,0,27,0,50,83,22,18,67.5,76.3,58.8
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",44.3769,-68.2608,129.2,2019-09,308,10,0,0,0,12,0,38,76,207,185,59.2,67.4,51
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",44.3769,-68.2608,129.2,2019-10,308,0,0,0,0,0,0,34,64,667,460,50.2,57,43.4
