STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,CDSD,CLDD,DT00,DT32,DX32,DX70,DX90,EMNT,EMXT,HDSD,HTDD,TAVG,TMAX,TMIN
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2014-11,1679,1,0,6,0,5,0,21,73,466,411,51.3,60.3,42.3
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2014-12,1679,0,0,6,0,2,0,27,71,860,394,51.3,60.8,41.8
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2015-01,0,0,0,13,0,1,0,23,71,1480,620,45,54.6,35.4
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2015-02,0,0,0,5,0,10,0,25,75,1858,378,51.5,62.5,40.5
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2015-03,20,20,0,2,0,13,0,21,82,2148,290,56.3,65.7,46.8
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2015-04,59,39,0,0,0,22,0,37,85,2248,100,63,73.1,52.8
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2015-05,238,179,0,0,0,31,1,52,90,2251,2,70.7,80.7,60.7
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2015-06,504,265,0,0,0,30,4,56,94,2251,0,73.8,84.3,63.4
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2015-07,879,375,0,0,0,31,13,61,93,0,0,77.1,87.7,66.5
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2015-08,1287,408,0,0,0,31,14,64,93,0,0,78.2,88.8,67.5
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2015-09,1538,251,0,0,0,30,4,58,91,0,0,73.4,83.7,63
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2015-10,1629,91,0,0,0,23,0,44,85,58,58,66,74.5,57.6
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2015-11,1640,11,0,1,0,12,0,31,80,294,235,57.5,67.3,47.8
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2015-12,1643,3,0,5,0,4,0,20,74,660,367,52.2,62.3,42
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2016-01,0,0,0,9,0,2,0,28,73,1228,567,46.7,56,37.3
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2016-02,13,13,0,5,0,13,0,24,82,1526,298,54.4,66.3,42.5
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2016-03,42,29,0,0,0,23,0,35,82,1676,149,61.1,71.8,50.5
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2016-04,137,96,0,0,0,27,0,37,85,1743,67,65.9,76.6,55.3
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2016-05,339,201,0,0,0,29,2,41,92,1773,30,70.5,81.2,59.9
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2016-06,639,301,0,0,0,30,8,53,94,1775,2,75,85.6,64.3
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2016-07,1071,431,0,0,0,31,15,63,95,0,0,78.9,89,68.8
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2016-08,1278,207,0,0,0,29,7,57,91,1,1,71.6,79.4,63.9
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2016-09,1440,162,0,0,0,27,0,47,86,28,27,69.5,77.7,61.3
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2016-10,1549,109,0,0,0,28,0,48,85,49,21,68,78.2,57.8
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2016-11,1560,11,0,0,0,10,0,34,81,284,234,57.6,65.8,49.3
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2016-12,1567,7,0,4,0,11,0,28,75,591,307,54.4,63.7,45.2
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2017-01,7,7,0,7,0,7,0,19,77,1001,409,52,62.5,41.6
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2017-02,22,15,0,1,0,14,0,32,85,1208,208,58.1,68.9,47.4
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2017-03,103,81,0,0,0,24,0,44,87,1307,98,64.4,75.4,53.5
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2017-04,229,126,0,0,0,27,1,40,90,1359,52,67.4,79.2,55.7
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2017-05,441,213,0,0,0,30,5,46,94,1371,11,71.5,83,60
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2017-06,830,389,0,0,0,30,14,58,99,1371,0,78,89.2,66.7
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2017-07,1157,326,0,0,0,31,5,62,93,0,0,75.5,84.9,66.1
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2017-08,1403,246,0,0,0,31,0,58,86,0,0,72.9,81.8,64.1
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2017-09,1605,201,0,0,0,27,2,55,95,6,6,71.5,80.7,62.3
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2017-10,1708,104,0,0,0,23,0,36,86,102,96,65.2,76,54.5
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2017-11,1756,48,0,0,0,22,0,38,85,241,139,62,73.3,50.7
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2017-12,1756,0,0,7,1,6,0,13,73,686,445,50.6,60.3,41
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2018-01,0,0,0,5,0,3,0,18,73,1159,473,48.5,59.1,37.8
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2018-02,13,13,0,1,0,16,0,32,78,1322,162,59.6,69.1,50.2
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2018-03,58,45,0,0,0,20,0,34,84,1465,143,61.8,72.4,51.3
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2018-04,151,93,0,0,0,28,0,43,88,1512,47,66.5,78.6,54.5
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2018-05,520,369,0,0,0,31,15,55,99,1512,0,76.9,88.4,65.4
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2018-06,939,419,0,0,0,30,15,59,99,1512,0,79,90.1,67.8
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2018-07,1305,366,0,0,0,31,10,60,96,0,0,76.8,86.8,66.8
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2018-08,1651,347,0,0,0,30,8,61,92,0,0,76.2,86,66.3
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2018-09,1743,91,0,0,0,26,0,52,89,9,9,67.7,75.9,59.5
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2018-10,1807,64,0,2,0,19,0,32,84,162,153,61.8,70.3,53.2
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2018-11,1810,3,0,3,0,7,0,20,77,541,378,52.5,62.7,42.3
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2018-12,1810,0,0,3,0,3,0,28,71,1001,461,49.2,58,40.3
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2019-01,1,1,0,4,0,3,0,26,75,1481,479,49.6,59.4,39.7
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2019-02,7,6,0,2,0,7,0,29,75,1743,262,55.8,65.5,46.2
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2019-03,23,16,0,3,0,18,0,30,82,1986,243,57.7,68.4,47
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2019-04,124,101,0,0,0,26,0,35,87,2051,64,66.3,77.5,55
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2019-05,367,242,0,0,0,31,6,44,93,2064,13,72.4,83.5,61.2
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2019-06,692,325,0,0,0,29,11,56,96,2067,2,75.8,86.6,64.8
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2019-07,1038,346,0,0,0,31,10,59,94,0,0,76.2,87.5,64.8
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2019-08,1493,455,0,0,0,31,19,61,97,0,0,79.7,90.3,69
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2019-09,1725,232,0,0,0,30,0,61,87,0,0,72.7,80.7,64.7
USR0000TCHI,"CHISOS BASIN TEXAS, TX US",29.2667,-103.3,1645.9,2019-10,1828,104,0,0,0,24,0,33,85,121,121,64.4,75,53.9
